ID;Date;Video Name check in;Video link;Video check:in check;Video Name check out;Video link.1;Video check:out check;Check:in;Check:out;Duration;Flight event;Way out;No. Videos;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Classification class;Classification class refined;Parent folder 1;Parent folder 2;Parent folder 3;Parent folder 4;Parent folder 5;Parent folder 6;Key
116;2021-07-15;2021-07-15_21-46-28;video;ok;2021-07-15_21-46-28;video;ok;2021-07-15 21:46:28;2021-07-15 21:46:37;0 days 00:00:09;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
117;2021-07-15;2021-07-15_21-49-19;video;ok;2021-07-15_21-49-19;video;ok;2021-07-15 21:49:19;2021-07-15 21:50:23;0 days 00:01:04;no;exit;1 video;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Tenebrionoidea;Anthicidae;Anthicinae;Notoxus;monoceros;ant_beetle;ant_beetle;Anthicidae;Tenebrionoidea;Cucujiformia;Polyphaga;Coleoptera;Insecta;Insecta.Coleoptera.Polyphaga.Cucujiformia.Tenebrionoidea.Anthicidae.Anthicinae.Notoxus.monoceros
118;2021-07-15;2021-07-15_21-54-09;video;ok;2021-07-15_21-54-09;video;ok;2021-07-15 21:54:09;2021-07-15 21:54:34;0 days 00:00:25;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Phycitinae.Ephestia.#N/C
119;2021-07-15;2021-07-15_21-57-07;video;ok;2021-07-15_21-57-07;video;ok;2021-07-15 21:57:07;2021-07-15 21:58:00;0 days 00:00:53;yes;exit;1 video;yes;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
120;2021-07-15;2021-07-15_21-59-26;video;ok;2021-07-15_21-59-26;video;ok;2021-07-15 21:59:26;2021-07-15 22:00:21;0 days 00:00:55;yes;exit;1 video;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
121;2021-07-15;2021-07-15_21-59-26;video;ok;2021-07-15_21-59-26;video;ok;2021-07-15 21:59:36;2021-07-15 22:00:21;0 days 00:00:45;yes;?;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
122;2021-07-15;2021-07-15_22-01-03;video;ok;2021-07-15_22-01-03;video;ok;2021-07-15 22:01:03;2021-07-15 22:03:56;0 days 00:02:53;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Phycitinae.Ephestia.#N/C
123;2021-07-15;2021-07-15_22-06-24;video;ok;2021-07-15_22-06-24;video;ok;2021-07-15 22:06:24;2021-07-15 22:08:33;0 days 00:02:09;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Phycitinae.Ephestia.#N/C
124;2021-07-15;2021-07-15_22-06-24;video;ok;2021-07-15_22-06-24;video;ok;2021-07-15 22:06:24;2021-07-15 22:08:33;0 days 00:02:09;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Phycitinae.Ephestia.#N/C
125;2021-07-15;2021-07-15_22-06-24;video;ok;2021-07-15_22-06-24;video;ok;2021-07-15 22:09:07;2021-07-15 22:09:09;0 days 00:00:02;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Pyralinae;Endotricha;flammealis;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Pyralinae.Endotricha.flammealis
126;2021-07-15;2021-07-15_22-12-01;video;ok;2021-07-15_22-12-01;video;ok;2021-07-15 22:12:01;2021-07-15 22:13:31;0 days 00:01:30;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Ephydroidea;Drosophilidae;Drosophilinae;Drosophila;#N/C;fruit_fly;fruit_fly;nan;Ephydroidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Ephydroidea.Drosophilidae.Drosophilinae.Drosophila.#N/C
127;2021-07-15;2021-07-15_22-12-01;video;ok;2021-07-15_22-12-01;video;ok;2021-07-15 22:13:08;2021-07-15 22:13:30;0 days 00:00:22;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
128;2021-07-15;2021-07-15_22-12-01;video;ok;2021-07-15_22-12-01;video;ok;2021-07-15 22:13:25;2021-07-15 22:14:09;0 days 00:00:44;no;entrance;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Phycitinae;Ephestia;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Pyralidae.Phycitinae.Ephestia.#N/C
129;2021-07-15;2021-07-15_22-14-55;video;ok;2021-07-15_22-14-55;video;ok;2021-07-15 22:14:55;2021-07-15 22:15:00;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Crambidae;Crambinae;Chrysoteuchia;culmella;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Pyraloidea.Crambidae.Crambinae.Chrysoteuchia.culmella
130;2021-07-15;2021-07-15_22-22-42;video;ok;2021-07-15_22-22-42;video;ok;2021-07-15 22:22:42;2021-07-15 22:22:46;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Tipulomorpha;Tipuloidea;Tipulidae;Tipulinae;Nephrotoma;#N/C;crane_fly;crane_fly;nan;Tipuloidea;Tipulomorpha;Nematocera;Diptera;Insecta;Insecta.Diptera.Nematocera.Tipulomorpha.Tipuloidea.Tipulidae.Tipulinae.Nephrotoma.#N/C
131;2021-07-15;2021-07-15_22-25-11;video;ok;2021-07-15_22-25-11;video;ok;2021-07-15 22:25:11;2021-07-15 22:26:13;0 days 00:01:02;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Pseudochorthippus;parallelus;grasshopper;grasshopper;nan;nan;nan;nan;Orthoptera;Insecta;Insecta.Orthoptera.Caelifera.Acrididea.Acridoidea.Acrididae.Gomphocerinae.Pseudochorthippus.parallelus
92;2021-07-14;2021-07-14_07-36-10;video;ok;2021-07-14_07-36-10;video;ok;2021-07-14 07:36:10;2021-07-14 07:36:13;0 days 00:00:03;yes;exit;1 video;yes;Insecta;Hemiptera;Heteroptera;Pentatomomorpha;Miroidea;Miridae;Orthotylinae;Orthotylus;#N/C;bug;bug;nan;nan;Pentatomomorpha;Heteroptera;Hemiptera;Insecta;Insecta.Hemiptera.Heteroptera.Pentatomomorpha.Miroidea.Miridae.Orthotylinae.Orthotylus.#N/C
133;2021-07-15;2021-07-15_22-41-36;video;ok;2021-07-15_22-41-36;video;ok;2021-07-15 22:41:36;2021-07-15 22:41:40;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Tipulomorpha;Tipuloidea;Tipulidae;Tipulinae;#N/C;#N/C;crane_fly;crane_fly;nan;Tipuloidea;Tipulomorpha;Nematocera;Diptera;Insecta;Insecta.Diptera.Nematocera.Tipulomorpha.Tipuloidea.Tipulidae.Tipulinae.#N/C.#N/C
134;2021-07-15;2021-07-15_22-49-23;video;ok;2021-07-15_23-01-17;video;ok;2021-07-15 22:49:23;2021-07-15 23:01:51;0 days 00:12:28;yes;exit;3 videos;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
135;2021-07-15;2021-07-15_22-52-45;video;ok;2021-07-15_22-52-45;video;ok;2021-07-15 22:52:45;2021-07-15 22:52:50;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Lepidoptera;Lepidoptera;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.Lepidoptera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
136;2021-07-15;2021-07-15_23-01-17;video;ok;2021-07-15_23-01-17;video;ok;2021-07-15 23:01:17;2021-07-15 23:01:51;0 days 00:00:34;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
137;2021-07-15;2021-07-15_23-03-03;video;ok;2021-07-15_00-05-30;video;error;2021-07-15 23:03:03;2021-07-16 00:05:36;0 days 01:02:33;?;?;5 videos;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
138;2021-07-16;2021-07-16_00-05-30;video;ok;2021-07-16_00-05-30;video;ok;2021-07-16 00:05:30;2021-07-16 00:05:58;0 days 00:00:28;no;exit;1 video;yes;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Phaneropterinae;Leptophyes;punctatissima;grasshopper;grasshopper;nan;nan;nan;nan;Orthoptera;Insecta;Insecta.Orthoptera.Ensifera.Tettigoniidea.Tettigonioidea.Tettigoniidae.Phaneropterinae.Leptophyes.punctatissima
139;2021-07-16;2021-07-16_00-11-15;video;ok;2021-07-16_00-11-15;video;ok;2021-07-16 00:11:15;2021-07-16 00:11:20;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
140;2021-07-16;2021-07-16_00-17-38;video;ok;2021-07-16_00-17-38;video;ok;2021-07-16 00:17:38;2021-07-16 00:17:46;0 days 00:00:08;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Sciomyzoidea;Sepsidae;Sepsinae;Sepsis;#N/C;scavenger_fly;scavenger_fly;Sepsidae;Sciomyzoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Sciomyzoidea.Sepsidae.Sepsinae.Sepsis.#N/C
141;2021-07-16;2021-07-16_01-57-09;video;ok;2021-07-16_02-03-41;video;ok;2021-07-16 01:57:09;2021-07-16 02:04:23;0 days 00:07:14;no;entrance;3 videos;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Lasius;#N/C;ant;ant;Formicidae;Formicoidea;Aculeata;Apocrita;Hymenoptera;Insecta;Insecta.Hymenoptera.Apocrita.Aculeata.Formicoidea.Formicidae.Formicinae.Lasius.#N/C
142;2021-07-16;2021-07-16_01-57-09;video;ok;2021-07-16_02-03-41;video;ok;2021-07-16 01:58:32;2021-07-16 02:04:19;0 days 00:05:47;yes;exit;3 videos;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Lepidoptera;Lepidoptera;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.Lepidoptera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
143;2021-07-16;2021-07-16_02-37-24;video;ok;2021-07-16_02-37-24;video;ok;2021-07-16 02:37:24;2021-07-16 02:37:30;0 days 00:00:06;yes;exit;1 video;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Lepidoptera;Lepidoptera;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.Lepidoptera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
144;2021-07-16;2021-07-16_02-37-24;video;ok;2021-07-16_02-37-24;video;ok;2021-07-16 02:37:43;2021-07-16 02:37:45;0 days 00:00:02;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
145;2021-07-16;2021-07-16_02-58-22;video;ok;2021-07-16_02-59-49;video;ok;2021-07-16 02:58:22;2021-07-16 03:00:25;0 days 00:02:03;yes;exit;2 videos;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
146;2021-07-16;2021-07-16_02-59-49;video;ok;2021-07-16_02-59-49;video;ok;2021-07-16 02:59:49;2021-07-16 02:59:53;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
147;2021-07-16;2021-07-16_03-03-35;video;ok;2021-07-16_03-03-35;video;ok;2021-07-16 03:03:35;2021-07-16 03:03:43;0 days 00:00:08;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
148;2021-07-16;2021-07-16_03-11-38;video;ok;2021-07-16_03-11-38;video;ok;2021-07-16 03:11:38;2021-07-16 03:11:42;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
149;2021-07-16;2021-07-16_03-16-55;video;ok;2021-07-16_03-16-55;video;ok;2021-07-16 03:16:55;2021-07-16 03:17:00;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
150;2021-07-16;2021-07-16_03-17-45;video;ok;2021-07-16_03-17-45;video;ok;2021-07-16 03:17:45;2021-07-16 03:17:50;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
151;2021-07-16;2021-07-16_03-18-34;video;ok;2021-07-16_03-18-34;video;ok;2021-07-16 03:18:34;2021-07-16 03:18:39;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
152;2021-07-16;2021-07-16_03-18-34;video;ok;2021-07-16_03-18-34;video;ok;2021-07-16 03:18:53;2021-07-16 03:18:59;0 days 00:00:06;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
153;2021-07-16;2021-07-16_03-18-34;video;ok;2021-07-16_03-18-34;video;ok;2021-07-16 03:18:58;2021-07-16 03:19:03;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
154;2021-07-16;2021-07-16_03-22-24;video;ok;2021-07-16_03-22-24;video;ok;2021-07-16 03:22:24;2021-07-16 03:22:28;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
155;2021-07-16;2021-07-16_03-23-59;video;ok;2021-07-16_03-23-59;video;ok;2021-07-16 03:23:59;2021-07-16 03:24:03;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
156;2021-07-16;2021-07-16_03-23-59;video;ok;2021-07-16_03-23-59;video;ok;2021-07-16 03:24:45;2021-07-16 03:24:48;0 days 00:00:03;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
157;2021-07-16;2021-07-16_03-27-40;video;ok;2021-07-16_03-27-40;video;ok;2021-07-16 03:27:40;2021-07-16 03:27:45;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
158;2021-07-16;2021-07-16_03-30-29;video;ok;2021-07-16_03-30-29;video;ok;2021-07-16 03:30:29;2021-07-16 03:30:34;0 days 00:00:05;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
159;2021-07-16;2021-07-16_03-47-54;video;ok;2021-07-16_03-47-54;video;ok;2021-07-16 03:47:54;2021-07-16 03:48:00;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;#N/C;#N/C;#N/C;midge;midge;nan;nan;Culicomorpha;Nematocera;Diptera;Insecta;Insecta.Diptera.Nematocera.Culicomorpha.Culicoidea.Culicidae.#N/C.#N/C.#N/C
160;2021-07-16;2021-07-16_04-09-37;video;ok;2021-07-16_04-09-37;video;ok;2021-07-16 04:09:37;2021-07-16 04:09:41;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Lepidoptera;Lepidoptera;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.Lepidoptera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
161;2021-07-16;2021-07-16_04-15-20;video;ok;2021-07-16_04-15-20;video;ok;2021-07-16 04:15:27;2021-07-16 04:15:37;0 days 00:00:10;no;exit;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Phaneropterinae;Leptophyes;punctatissima;grasshopper;grasshopper;nan;nan;nan;nan;Orthoptera;Insecta;Insecta.Orthoptera.Ensifera.Tettigoniidea.Tettigonioidea.Tettigoniidae.Phaneropterinae.Leptophyes.punctatissima
162;2021-07-16;2021-07-16_05-02-29;video;ok;2021-07-16_05-02-29;video;ok;2021-07-16 05:02:29;2021-07-16 05:02:39;0 days 00:00:10;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
163;2021-07-16;2021-07-16_06-13-44;video;ok;2021-07-16_06-13-44;video;ok;2021-07-16 06:13:44;2021-07-16 06:14:04;0 days 00:00:20;?;?;1 video;yes;Insecta;Lepidoptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Lepidoptera;Lepidoptera;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;Insecta.Lepidoptera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
164;2021-07-16;2021-07-16_08-28-59;video;ok;2021-07-16_08-28-59;video;ok;2021-07-16 08:28:59;2021-07-16 08:29:03;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;#N/C;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.#N/C.#N/C
165;2021-07-16;2021-07-16_12-07-21;video;ok;2021-07-16_12-07-21;video;ok;2021-07-16 12:07:21;2021-07-16 12:08:21;0 days 00:01:00;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
166;2021-07-16;2021-07-16_12-50-53;video;ok;2021-07-16_13-31-12;video;ok;2021-07-16 12:50:53;2021-07-16 13:35:58;0 days 00:45:05;no;exit;2 videos;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Formica;#N/C;ant;ant;Formicidae;Formicoidea;Aculeata;Apocrita;Hymenoptera;Insecta;Insecta.Hymenoptera.Apocrita.Aculeata.Formicoidea.Formicidae.Formicinae.Formica.#N/C
167;2021-07-16;2021-07-16_15-36-48;video;ok;2021-07-16_15-36-48;video;ok;2021-07-16 15:36:48;2021-07-16 15:37:02;0 days 00:00:14;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
168;2021-07-16;2021-07-16_15-56-02;video;ok;2021-07-16_15-56-02;video;ok;2021-07-16 15:56:02;2021-07-16 15:56:07;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
169;2021-07-16;2021-07-16_17-18-01;video;ok;2021-07-16_17-18-01;video;ok;2021-07-16 17:18:01;2021-07-16 17:18:12;0 days 00:00:11;?;?;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Phygadeuontinae;Gelis;#N/C;parasitoid_wasp_small;parasitoid_wasp;nan;nan;Parasitica;Apocrita;Hymenoptera;Insecta;Insecta.Hymenoptera.Apocrita.Parasitica.Ichneumonoidea.Ichneumonidae.Phygadeuontinae.Gelis.#N/C
170;2021-07-19;2021-07-19_20-46-08;video;ok;2021-07-19_20-46-08;video;ok;2021-07-19 20:46:08;2021-07-19 20:46:14;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
171;2021-07-19;2021-07-19_21-00-23;video;ok;2021-07-19_21-05-52;video;ok;2021-07-19 21:00:23;2021-07-19 21:06:23;0 days 00:06:00;yes;exit;3 videos;no;Insecta;Diptera;Brachycera;Muscomorpha;Lauxanioidea;Lauxaniidae;Lauxaniinae;Sapromyza;#N/C;fruit_fly;lauxaniid_fly;nan;Lauxanioidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Lauxanioidea.Lauxaniidae.Lauxaniinae.Sapromyza.#N/C
