ID;Date;Video Name check in;Video Name check out;Check:in;Check:out;Duration;Flight event;Way out;No. Videos;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Leaf_reclass;Family_reclass;Superfamily_reclass;Infraorder_reclass;Suborder_reclass;Order_reclass;Class_reclass
172;2021-07-19;2021-07-19_21-09-05;2021-07-19_21-09-05;2021-07-19 21:09:05;2021-07-19 21:09:10;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;#N/C;#N/C;#N/C;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
173;2021-07-19;2021-07-19_21-31-47;2021-07-19_21-31-47;2021-07-19 21:31:47;2021-07-19 21:32:16;0 days 00:00:29;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
174;2021-07-19;2021-07-19_21-54-30;2021-07-19_21-54-30;2021-07-19 21:54:30;2021-07-19 21:54:36;0 days 00:00:06;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
175;2021-07-19;2021-07-19_22-12-09;2021-07-19_22-41-51;2021-07-19 22:12:09;2021-07-19 22:28:59;0 days 00:16:50;no;exit;4 videos;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Tenebrionoidea;Anthicidae;Notoxinae;Notoxus;monoceros;tenebrionoid_beetle;;Tenebrionoidea;;;Coleoptera;Insecta
132;2021-07-15;2021-07-15_22-25-11;2021-07-15_22-25-11;2021-07-15 22:26:38;2021-07-15 22:27:53;0 days 00:01:15;yes;exit;1 video;no;Insecta;Hemiptera;Auchenorrhyncha;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Auchenorrhyncha;Insecta;Hemiptera
177;2021-07-19;2021-07-19_22-28-59;2021-07-19_22-28-59;2021-07-19 22:29:02;2021-07-19 22:29:04;0 days 00:00:02;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
178;2021-07-20;2021-07-20_04-06-10;2021-07-20_04-06-10;2021-07-20 04:06:10;2021-07-20 04:06:14;0 days 00:00:04;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
179;2021-07-20;2021-07-20_12-55-36;2021-07-20_12-55-36;2021-07-20 12:55:36;2021-07-20 12:55:51;0 days 00:00:15;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
180;2021-07-20;2021-07-20_13-28-18;2021-07-20_13-28-18;2021-07-20 13:28:18;2021-07-20 13:28:23;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
181;2021-07-20;2021-07-20_14-01-00;2021-07-20_14-01-00;2021-07-20 14:01:00;2021-07-20 14:01:05;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
182;2021-07-20;2021-07-20_14-01-00;2021-07-20_14-01-00;2021-07-20 14:01:03;2021-07-20 14:01:07;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
183;2021-07-20;2021-07-20_15-02-02;2021-07-20_15-02-02;2021-07-20 15:02:02;2021-07-20 15:02:08;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
184;2021-07-20;2021-07-20_16-19-11;2021-07-20_16-19-11;2021-07-20 16:19:11;2021-07-20 16:19:16;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
185;2021-07-20;2021-07-20_16-24-27;2021-07-20_16-25-10;2021-07-20 16:24:27;2021-07-20 16:25:31;0 days 00:01:04;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
186;2021-07-21;2021-07-21_19-27-03;2021-07-21_19-27-03;2021-07-21 19:27:03;2021-07-21 19:27:08;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
187;2021-07-21;2021-07-21_19-41-34;2021-07-21_19-41-34;2021-07-21 19:41:34;2021-07-21 19:42:47;0 days 00:01:13;no;exit;1 video;yes;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;vulgaris;scorpion_fly;;;;;Mecoptera;Insecta
188;2021-07-21;2021-07-21_19-51-53;2021-07-21_19-51-53;2021-07-21 19:51:53;2021-07-21 19:54:51;0 days 00:02:58;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
189;2021-07-21;2021-07-21_20-56-05;2021-07-21_20-56-05;2021-07-21 20:56:05;2021-07-21 20:56:28;0 days 00:00:23;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
190;2021-07-21;2021-07-21_21-30-12;2021-07-21_21-30-12;2021-07-21 21:30:15;2021-07-21 21:30:21;0 days 00:00:06;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
191;2021-07-21;2021-07-21_21-34-16;2021-07-21_21-34-16;2021-07-21 21:34:16;2021-07-21 21:49:22;0 days 00:15:06;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;scripta;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
176;2021-07-19;2021-07-19_22-25-48;2021-07-19_22-57-41;2021-07-19 22:25:48;2021-07-19 22:57:56;0 days 00:32:08;?;?;6 videos;yes;Insecta;Neuroptera;Hemerobiiformia;0;Hemerobioidea;Chrysopidae;Chrysopinae;Chrysoperla;carnea;;;;;;;Insecta
193;2021-07-22;2021-07-22_02-43-01;2021-07-22_02-43-01;2021-07-22 02:43:01;2021-07-22 02:43:05;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
194;2021-07-22;2021-07-22_04-14-16;2021-07-22_04-14-16;2021-07-22 04:14:16;2021-07-22 04:14:21;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;moth;;;Heterocera;;Lepidoptera;Insecta
195;2021-07-22;2021-07-22_05-08-44;2021-07-22_05-08-44;2021-07-22 05:08:44;2021-07-22 05:08:56;0 days 00:00:12;no;entrance;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
196;2021-07-22;2021-07-22_05-11-16;2021-07-22_05-11-16;2021-07-22 05:11:16;2021-07-22 05:11:28;0 days 00:00:12;yes;?;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
197;2021-07-22;2021-07-22_11-07-44;2021-07-22_11-07-44;2021-07-22 11:07:44;2021-07-22 11:12:36;0 days 00:04:52;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
198;2021-07-22;2021-07-22_14-36-40;2021-07-22_14-36-40;2021-07-22 14:36:40;2021-07-22 14:36:48;0 days 00:00:08;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
199;2021-07-22;2021-07-22_15-04-45;2021-07-22_15-47-46;2021-07-22 15:04:45;2021-07-22 15:48:21;0 days 00:43:36;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;scripta;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
200;2021-07-22;2021-07-22_15-04-45;2021-07-22_15-04-45;2021-07-22 15:04:48;2021-07-22 15:04:51;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;Sarcophaginae;Sarcophaga;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
201;2021-07-22;2021-07-22_15-47-46;2021-07-22_15-47-46;2021-07-22 15:47:46;2021-07-22 15:48:52;0 days 00:01:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
202;2021-07-22;2021-07-22_17-23-29;2021-07-22_17-23-29;2021-07-22 17:23:29;2021-07-22 17:24:02;0 days 00:00:33;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
203;2021-07-22;2021-07-22_18-29-49;2021-07-22_18-29-49;2021-07-22 18:29:49;2021-07-22 18:29:54;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
204;2021-07-23;2021-07-23_00-22-17;2021-07-23_00-22-17;2021-07-22 21:41:57;2021-07-23 00:22:40;0 days 02:40:43;?;?;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
205;2021-07-23;2021-07-23_09-15-22;2021-07-23_09-15-22;2021-07-23 09:15:22;2021-07-23 09:15:29;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;Sarcophaginae;Sarcophaga;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
206;2021-07-23;2021-07-23_09-46-30;2021-07-23_09-46-30;2021-07-23 09:46:30;2021-07-23 09:46:36;0 days 00:00:06;no;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
207;2021-07-23;2021-07-23_16-38-11;2021-07-23_16-38-11;2021-07-23 16:38:11;2021-07-23 16:38:26;0 days 00:00:15;no;entrance;1 video;no;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;#N/C;scorpion_fly;;;;;Mecoptera;Insecta
208;2021-07-23;2021-07-23_16-39-58;2021-07-23_16-39-58;2021-07-23 16:39:58;2021-07-23 16:40:31;0 days 00:00:33;yes;exit;1 video;no;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;#N/C;scorpion_fly;;;;;Mecoptera;Insecta
209;2021-07-23;2021-07-23_17-30-02;2021-07-23_17-30-02;2021-07-23 17:30:02;2021-07-23 17:30:24;0 days 00:00:22;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
210;2021-07-23;2021-07-23_18-23-10;2021-07-23_18-23-10;2021-07-23 18:23:10;2021-07-23 18:23:14;0 days 00:00:04;yes;exit;1 video;yes;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Keroplatidae;Macrocerinae;Macrocera;#N/C;fungus_gnat;;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta
211;2021-07-24;2021-07-24_10-04-52;2021-07-24_10-04-52;2021-07-24 10:04:52;2021-07-24 10:04:59;0 days 00:00:07;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;#N/C;#N/C;#N/C;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
212;2021-07-24;2021-07-24_10-16-18;2021-07-24_10-17-27;2021-07-24 10:16:18;2021-07-24 10:17:32;0 days 00:01:14;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
213;2021-07-24;2021-07-24_10-32-18;2021-07-24_10-32-18;2021-07-24 10:32:18;2021-07-24 10:32:21;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
214;2021-07-24;2021-07-24_10-50-09;2021-07-24_10-50-09;2021-07-24 10:50:09;2021-07-24 10:50:14;0 days 00:00:05;no;entrance;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
215;2021-07-24;2021-07-24_11-01-09;2021-07-24_11-01-09;2021-07-24 11:01:09;2021-07-24 11:02:11;0 days 00:01:02;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;#N/C;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
216;2021-07-24;2021-07-24_11-12-39;2021-07-24_11-12-39;2021-07-24 11:12:39;2021-07-24 11:13:15;0 days 00:00:36;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;Tolmerus;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
217;2021-07-24;2021-07-24_12-16-19;2021-07-24_12-16-19;2021-07-24 12:16:19;2021-07-24 12:17:01;0 days 00:00:42;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
218;2021-07-24;2021-07-24_12-40-34;2021-07-24_12-40-34;2021-07-24 12:40:35;2021-07-24 12:40:47;0 days 00:00:12;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Apoidea;Crabronidae;Astatinae;Astata;#N/C;digger_wasp;Crabronidae;;Aculeata;Apocrita;Hymenoptera;Insecta
219;2021-07-24;2021-07-24_12-56-07;2021-07-24_12-56-07;2021-07-24 12:56:07;2021-07-24 12:56:16;0 days 00:00:09;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Xanthogramma;dives;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
220;2021-07-24;2021-07-24_13-09-32;2021-07-24_13-09-32;2021-07-24 13:09:32;2021-07-24 13:09:43;0 days 00:00:11;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
221;2021-07-24;2021-07-24_13-55-40;2021-07-24_13-55-40;2021-07-24 13:55:40;2021-07-24 13:55:45;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
222;2021-07-24;2021-07-24_14-44-08;2021-07-24_14-44-08;2021-07-24 14:44:08;2021-07-24 14:44:18;0 days 00:00:10;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Stratiomyomorpha;Stratiomyoidea;Xylomyidae;0;Solva;marginata;soldier_fly;;Stratiomyoidea;Stratiomyomorpha;Brachycera;Diptera;Insecta
223;2021-07-24;2021-07-24_15-34-15;2021-07-24_15-34-15;2021-07-24 15:34:15;2021-07-24 15:34:28;0 days 00:00:13;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
224;2021-07-24;2021-07-24_15-34-15;2021-07-24_15-34-15;2021-07-24 15:34:15;2021-07-24 15:35:25;0 days 00:01:10;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Pseudochorthippus;parallelus;grasshopper;;;;;Orthoptera;Insecta
225;2021-07-24;2021-07-24_15-56-10;2021-07-24_15-56-10;2021-07-24 15:56:10;2021-07-24 15:56:24;0 days 00:00:14;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
226;2021-07-24;2021-07-24_18-05-31;2021-07-24_18-07-22;2021-07-24 18:05:31;2021-07-24 18:07:26;0 days 00:01:55;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
227;2021-07-25;2021-07-25_07-33-40;2021-07-25_07-33-40;2021-07-25 07:33:40;2021-07-25 07:33:58;0 days 00:00:18;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Lauxanioidea;Lauxaniidae;Lauxaniinae;Sapromyza;#N/C;lauxaniid_fly;;Lauxanioidea;Muscomorpha;Brachycera;Diptera;Insecta
228;2021-07-25;2021-07-25_08-13-22;2021-07-25_08-13-22;2021-07-25 08:13:22;2021-07-25 08:14:07;0 days 00:00:45;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
229;2021-07-25;2021-07-25_08-24-44;2021-07-25_08-24-44;2021-07-25 08:24:44;2021-07-25 08:24:59;0 days 00:00:15;no;entrance;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;Sarcophaginae;Sarcophaga;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
230;2021-07-25;2021-07-25_11-23-11;2021-07-25_11-23-11;2021-07-25 11:23:11;2021-07-25 11:23:46;0 days 00:00:35;?;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
231;2021-07-25;2021-07-25_11-25-15;2021-07-25_11-25-15;2021-07-25 11:25:15;2021-07-25 11:25:34;0 days 00:00:19;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
232;2021-07-25;2021-07-25_13-00-42;2021-07-25_13-00-42;2021-07-25 13:00:42;2021-07-25 13:01:08;0 days 00:00:26;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Mycetophilidae;#N/C;#N/C;#N/C;fungus_gnat;;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta
233;2021-07-25;2021-07-25_13-00-42;2021-07-25_13-00-42;2021-07-25 13:01:05;2021-07-25 13:01:18;0 days 00:00:13;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;Tolmerus;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
234;2021-07-25;2021-07-25_14-19-28;2021-07-25_14-19-28;2021-07-25 14:19:28;2021-07-25 14:25:32;0 days 00:06:04;no;entrance;1 video;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Chrysomelinae;Chrysolina;#N/C;leaf_beetle;;Chrysomeloidea;;;Coleoptera;Insecta
235;2021-07-25;2021-07-25_14-44-16;2021-07-25_14-44-16;2021-07-25 14:44:16;2021-07-25 14:44:24;0 days 00:00:08;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
236;2021-07-25;2021-07-25_15-20-26;2021-07-25_15-20-26;2021-07-25 15:20:26;2021-07-25 15:20:29;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
237;2021-07-25;2021-07-25_15-31-07;2021-07-25_15-31-07;2021-07-25 15:31:07;2021-07-25 15:39:27;0 days 00:08:20;?;?;1 video;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Entiminae;Sitona;lineatus;weevil;;Curculionoidea;;;Coleoptera;Insecta
238;2021-07-25;2021-07-25_15-39-14;2021-07-25_15-39-14;2021-07-25 15:39:16;2021-07-25 15:39:24;0 days 00:00:08;yes;exit;1 video;yes;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Mycetophilidae;#N/C;#N/C;#N/C;fungus_gnat;;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta
239;2021-07-25;2021-07-25_15-45-45;2021-07-25_15-45-45;2021-07-25 15:45:45;2021-07-25 15:45:50;0 days 00:00:05;?;?;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
240;2021-07-25;2021-07-25_17-05-06;2021-07-25_17-05-06;2021-07-25 17:05:06;2021-07-25 18:17:21;0 days 01:12:15;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
241;2021-07-25;2021-07-25_17-35-21;2021-07-25_17-39-05;2021-07-25 17:35:24;2021-07-25 17:39:12;0 days 00:03:48;yes;exit;2 videos;yes;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;Tolmerus;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
242;2021-07-25;2021-07-25_18-15-09;2021-07-25_18-15-09;2021-07-25 18:18:18;2021-07-25 18:18:31;0 days 00:00:13;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
243;2021-07-25;2021-07-25_18-15-09;2021-07-25_18-15-09;2021-07-25 18:15:09;2021-07-25 18:19:56;0 days 00:04:47;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Lasius;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
244;2021-07-25;2021-07-25_18-25-07;2021-07-25_18-25-07;2021-07-25 18:25:07;2021-07-25 18:25:11;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
245;2021-07-25;2021-07-25_18-28-23;2021-07-25_18-28-23;2021-07-25 18:28:23;2021-07-25 18:29:25;0 days 00:01:02;yes;exit;1 video;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Chrysomelidae;Criocerinae;Oulema;#N/C;leaf_beetle;;Chrysomeloidea;;;Coleoptera;Insecta
246;2021-07-26;2021-07-26_06-06-15;2021-07-26_06-06-15;2021-07-26 06:06:15;2021-07-26 06:06:22;0 days 00:00:07;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;Pyralinae;Synaphe;punctalis;moth;;;Heterocera;;Lepidoptera;Insecta
247;2021-07-26;2021-07-26_06-18-38;2021-07-26_06-20-27;2021-07-26 06:18:38;2021-07-26 06:20:36;0 days 00:01:58;yes;exit;2 videos;no;Insecta;Lepidoptera;Glossata;Heterocera;Pyraloidea;Pyralidae;0;Synaphe;punctalis;moth;;;Heterocera;;Lepidoptera;Insecta
248;2021-07-26;2021-07-26_07-42-51;2021-07-26_07-42-51;2021-07-26 07:42:51;2021-07-26 07:42:55;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
249;2021-07-26;2021-07-26_08-11-41;2021-07-26_08-11-41;2021-07-26 08:11:41;2021-07-26 08:11:58;0 days 00:00:17;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Tephritoidea;Pallopteridae;#N/C;#N/C;#N/C;tephritoid_fly;;Tephritoidea;Muscomorpha;Brachycera;Diptera;Insecta
250;2021-07-26;2021-07-26_09-30-06;2021-07-26_09-30-06;2021-07-26 09:30:06;2021-07-26 09:30:11;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
251;2021-07-26;2021-07-26_10-26-55;2021-07-26_10-26-55;2021-07-26 10:26:55;2021-07-26 10:27:00;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
