ID;General-ID;Device;Date;Video Name check in;Video Name check out;Check:in;Check:out;Duration;Way in;Flight event;Way out;Image Database  ID;Image Database location;No. Videos;iNat Main suggestion;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Leaf_reclass;Family_reclass;Superfamily_reclass;Infraorder_reclass;Suborder_reclass;Order_reclass;Class_reclass
106;FAIR-D3_106;FAIR-D3;2023-08-26;FAIR-D3_2023-08-26_14-42-43;FAIR-D3_2023-08-26_14-42-43;2023-08-26 14:42:43;2023-08-26 14:42:48;00:00:05;entrance;yes;exit;106;FAIR-D3/106;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
107;FAIR-D3_107;FAIR-D3;2023-08-26;FAIR-D3_2023-08-26_14-45-30;FAIR-D3_2023-08-26_14-45-30;2023-08-26 14:45:30;2023-08-26 14:46:20;00:00:50;entrance;no;exit;107;FAIR-D3/107;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
108;FAIR-D3_108;FAIR-D3;2023-08-26;FAIR-D3_2023-08-26_15-13-25;FAIR-D3_2023-08-26_15-13-25;2023-08-26 15:13:25;2023-08-26 15:14:44;00:01:19;entrance;no;exit;108;FAIR-D3/108;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
109;FAIR-D3_109;FAIR-D3;2023-08-26;FAIR-D3_2023-08-26_15-38-41;FAIR-D3_2023-08-26_15-38-41;2023-08-26 15:38:41;2023-08-26 15:38:50;00:00:09;entrance;yes;exit;109;FAIR-D3/109;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
110;FAIR-D3_110;FAIR-D3;2023-08-26;FAIR-D3_2023-08-26_16-01-38;FAIR-D3_2023-08-26_16-01-38;2023-08-26 16:01:38;2023-08-26 16:01:59;00:00:21;?;no;?;110;FAIR-D3/110;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
111;FAIR-D3_111;FAIR-D3;2023-08-26;FAIR-D3_2023-08-26_17-51-44;FAIR-D3_2023-08-26_18-12-56;2023-08-26 17:51:44;2023-08-26 18:13:22;00:21:38;?;no;?;111;FAIR-D3/111;8 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
112;FAIR-D3_112;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_09-44-38;FAIR-D3_2023-08-27_09-44-38;2023-08-27 09:44:38;2023-08-27 09:45:13;00:00:35;?;yes;exit;112;FAIR-D3/112;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
113;FAIR-D3_113;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_09-57-32;FAIR-D3_2023-08-27_09-59-39;2023-08-27 09:57:32;2023-08-27 09:59:46;00:02:14;?;yes;exit;113;FAIR-D3/113;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
114;FAIR-D3_114;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_10-33-29;FAIR-D3_2023-08-27_10-35-36;2023-08-27 10:33:29;2023-08-27 10:35:24;00:01:55;?;no;?;114;FAIR-D3/114;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
115;FAIR-D3_115;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_10-37-49;FAIR-D3_2023-08-27_10-37-49;2023-08-27 10:37:49;2023-08-27 10:40:29;00:02:40;?;no;?;115;FAIR-D3/115;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
116;FAIR-D3_116;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_10-41-31;FAIR-D3_2023-08-27_10-47-51;2023-08-27 10:41:31;2023-08-27 10:48:40;00:07:09;exit;no;exit;116;FAIR-D3/116;5 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
117;FAIR-D3_117;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-05-55;FAIR-D3_2023-08-27_11-05-55;2023-08-27 11:05:55;2023-08-27 11:06:07;00:00:12;?;no;?;117;FAIR-D3/117;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
118;FAIR-D3_118;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-13-38;FAIR-D3_2023-08-27_11-13-38;2023-08-27 11:13:38;2023-08-27 11:15:55;00:02:17;?;no;?;118;FAIR-D3/118;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
119;FAIR-D3_119;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-19-39;FAIR-D3_2023-08-27_11-20-54;2023-08-27 11:19:39;2023-08-27 11:21:11;00:01:32;?;no;entrance;119;FAIR-D3/119;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
120;FAIR-D3_120;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-21-51;FAIR-D3_2023-08-27_11-21-51;2023-08-27 11:21:51;2023-08-27 11:22:13;00:00:22;?;no;entrance;120;FAIR-D3/120;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
121;FAIR-D3_121;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-28-24;FAIR-D3_2023-08-27_11-28-24;2023-08-27 11:28:24;2023-08-27 11:29:44;00:01:20;?;no;?;121;FAIR-D3/121;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Tephritoidea;Tephritidae;Tephritinae;Tephritis;#N/C;true_fruit_fly;Tephritidae;Tephritoidea;Muscomorpha;Brachycera;Diptera;Insecta
122;FAIR-D3_122;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-42-30;FAIR-D3_2023-08-27_11-42-30;2023-08-27 11:42:30;2023-08-27 11:46:07;00:03:37;?;yes;exit;122;FAIR-D3/122;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
123;FAIR-D3_123;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-42-30;FAIR-D3_2023-08-27_11-42-30;2023-08-27 11:43:33;2023-08-27 11:43:53;00:00:20;entrance;yes;exit;123;FAIR-D3/123;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
124;FAIR-D3_124;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-42-30;FAIR-D3_2023-08-27_11-42-30;2023-08-27 11:45:25;2023-08-27 11:46:36;00:01:11;exit;no;exit;124;FAIR-D3/124;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
125;FAIR-D3_125;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_11-52-26;FAIR-D3_2023-08-27_11-52-26;2023-08-27 11:52:26;2023-08-27 11:52:54;00:00:28;entrance;yes;exit;125;FAIR-D3/125;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
126;FAIR-D3_126;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_12-03-21;FAIR-D3_2023-08-27_12-21-32;2023-08-27 12:03:21;2023-08-27 12:21:48;00:18:27;?;no;?;126;FAIR-D3/126;5 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
127;FAIR-D3_127;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_12-16-40;FAIR-D3_2023-08-27_12-16-40;2023-08-27 12:17:05;2023-08-27 12:17:22;00:00:17;entrance;no;exit;127;FAIR-D3/127;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
128;FAIR-D3_128;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_12-24-03;FAIR-D3_2023-08-27_12-24-03;2023-08-27 12:24:03;2023-08-27 12:24:45;00:00:42;?;yes;exit;128;FAIR-D3/128;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
129;FAIR-D3_129;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_12-28-42;FAIR-D3_2023-08-27_12-28-42;2023-08-27 12:28:42;2023-08-27 12:29:31;00:00:49;?;yes;exit;129;FAIR-D3/129;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
130;FAIR-D3_130;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_12-47-50;FAIR-D3_2023-08-27_12-47-50;2023-08-27 12:47:50;2023-08-27 12:49:10;00:01:20;?;no;exit;130;FAIR-D3/130;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
131;FAIR-D3_131;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_12-47-50;FAIR-D3_2023-08-27_12-47-50;2023-08-27 12:48:33;2023-08-27 12:49:10;00:00:37;entrance;yes;exit;131;FAIR-D3/131;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
132;FAIR-D3_132;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_13-20-37;FAIR-D3_2023-08-27_13-20-37;2023-08-27 13:20:37;2023-08-27 13:21:01;00:00:24;entrance;yes;exit;132;FAIR-D3/132;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
133;FAIR-D3_133;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_13-41-37;FAIR-D3_2023-08-27_13-41-37;2023-08-27 13:41:37;2023-08-27 13:41:48;00:00:11;entrance;no;exit;133;FAIR-D3/133;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
134;FAIR-D3_134;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_14-24-44;FAIR-D3_2023-08-27_14-26-30;2023-08-27 14:24:44;2023-08-27 14:27:21;00:02:37;entrance;yes;exit;134;FAIR-D3/134;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
135;FAIR-D3_135;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_14-41-31;FAIR-D3_2023-08-27_14-48-16;2023-08-27 14:41:31;2023-08-27 14:49:07;00:07:36;?;no;?;135;FAIR-D3/135;5 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
136;FAIR-D3_136;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_14-44-21;FAIR-D3_2023-08-27_14-48-16;2023-08-27 14:45:35;2023-08-27 14:48:36;00:03:01;entrance;no;?;136;FAIR-D3/136;4 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
137;FAIR-D3_137;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_15-13-31;FAIR-D3_2023-08-27_15-13-31;2023-08-27 15:13:31;2023-08-27 15:15:11;00:01:40;?;no;?;137;FAIR-D3/137;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
138;FAIR-D3_138;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_15-34-09;FAIR-D3_2023-08-27_15-34-09;2023-08-27 15:34:09;2023-08-27 15:34:35;00:00:26;entrance;no;?;138;FAIR-D3/138;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
139;FAIR-D3_139;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_15-42-29;FAIR-D3_2023-08-27_15-42-29;2023-08-27 15:42:29;2023-08-27 15:42:42;00:00:13;?;no;?;139;FAIR-D3/139;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
140;FAIR-D3_140;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_16-57-41;FAIR-D3_2023-08-27_16-57-41;2023-08-27 16:57:41;2023-08-27 16:57:52;00:00:11;?;no;entrance;140;FAIR-D3/140;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
141;FAIR-D3_141;FAIR-D3;2023-08-27;FAIR-D3_2023-08-27_17-59-27;FAIR-D3_2023-08-27_18-08-26;2023-08-27 17:59:27;2023-08-27 18:08:37;00:09:10;?;no;?;141;FAIR-D3/141;3 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
142;FAIR-D3_142;FAIR-D3;2023-09-05;FAIR-D3_2023-09-05_08-39-44;FAIR-D3_2023-09-05_08-39-44;2023-09-05 08:39:44;2023-09-05 08:40:33;00:00:49;entrance;yes;exit;142;FAIR-D3/142;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
143;FAIR-D3_143;FAIR-D3;2023-09-05;FAIR-D3_2023-09-05_13-53-36;FAIR-D3_2023-09-05_13-53-36;2023-09-05 13:53:36;2023-09-05 13:53:42;00:00:06;entrance;yes;exit;143;FAIR-D3/143;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
144;FAIR-D3_144;FAIR-D3;2023-09-05;FAIR-D3_2023-09-05_14-58-14;FAIR-D3_2023-09-05_15-00-48;2023-09-05 14:58:14;2023-09-05 15:01:41;00:03:27;entrance;no;exit;144;FAIR-D3/144;2 videos;no;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
145;FAIR-D3_145;FAIR-D3;2023-09-05;FAIR-D3_2023-09-05_15-21-10;FAIR-D3_2023-09-05_15-21-10;2023-09-05 15:21:10;2023-09-05 15:21:17;00:00:07;entrance;yes;exit;145;FAIR-D3/145;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
146;FAIR-D3_146;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_09-31-12;FAIR-D3_2023-09-06_09-31-12;2023-09-06 09:31:12;2023-09-06 09:31:32;00:00:20;?;no;exit;146;FAIR-D3/146;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
147;FAIR-D3_147;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_10-10-01;FAIR-D3_2023-09-06_10-10-01;2023-09-06 10:10:01;2023-09-06 10:10:20;00:00:19;entrance;no;?;147;FAIR-D3/147;1 video;yes;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Harmonia;#N/C;ladybug;;Coccinelloidea;Cucujiformia;Polyphaga;Coleoptera;Insecta
148;FAIR-D3_148;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_10-13-52;FAIR-D3_2023-09-06_10-13-52;2023-09-06 10:13:52;2023-09-06 10:13:57;00:00:05;entrance;yes;exit;148;FAIR-D3/148;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;#N/C;#N/C;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
149;FAIR-D3_149;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_10-51-27;FAIR-D3_2023-09-06_11-34-19;2023-09-06 10:51:27;2023-09-06 11:34:12;00:42:45;?;yes;exit;149;FAIR-D3/149;4 videos;yes;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Harmonia;#N/C;ladybug;;Coccinelloidea;Cucujiformia;Polyphaga;Coleoptera;Insecta
150;FAIR-D3_150;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_11-31-17;FAIR-D3_2023-09-06_11-31-17;2023-09-06 11:31:17;2023-09-06 11:31:21;00:00:04;entrance;yes;exit;150;FAIR-D3/150;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
151;FAIR-D3_151;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_12-03-57;FAIR-D3_2023-09-06_12-03-57;2023-09-06 12:03:57;2023-09-06 12:04:02;00:00:05;?;yes;exit;151;FAIR-D3/151;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Ephydroidea;Ephydroidae;Hydrelliinae;Notiphila;#N/C;fruit_fly;;Ephydroidea;Muscomorpha;Brachycera;Diptera;Insecta
152;FAIR-D3_152;FAIR-D3;2023-09-06;FAIR-D3_2023-09-06_16-08-19;FAIR-D3_2023-09-06_16-08-19;2023-09-06 16:08:19;2023-09-06 16:09:02;00:00:43;?;no;?;152;FAIR-D3/152;1 video;yes;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Oenopia;#N/C;ladybug;;Coccinelloidea;Cucujiformia;Polyphaga;Coleoptera;Insecta
153;FAIR-D3_153;FAIR-D3;2023-09-07;FAIR-D3_2023-09-07_12-28-39;FAIR-D3_2023-09-07_12-28-39;2023-09-07 12:28:39;2023-09-07 12:29:05;00:00:26;?;no;?;153;FAIR-D3/153;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
154;FAIR-D3_154;FAIR-D3;2023-09-07;FAIR-D3_2023-09-07_13-51-24;FAIR-D3_2023-09-07_13-51-24;2023-09-07 13:51:24;2023-09-07 13:51:41;00:00:17;entrance;no;exit;154;FAIR-D3/154;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
155;FAIR-D3_155;FAIR-D3;2023-09-07;FAIR-D3_2023-09-07_15-50-42;FAIR-D3_2023-09-07_15-50-42;2023-09-07 15:50:42;2023-09-07 15:50:55;00:00:13;entrance;yes;exit;155;FAIR-D3/155;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Muscidae;Muscinae;Musca;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
156;FAIR-D3_156;FAIR-D3;2023-09-07;FAIR-D3_2023-09-07_17-16-03;FAIR-D3_2023-09-07_17-17-46;2023-09-07 17:16:15;2023-09-07 17:18:27;00:02:12;entrance;yes;exit;156;FAIR-D3/156;2 videos;yes;yes;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;Tolmerus;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
157;FAIR-D3_157;FAIR-D3;2023-09-08;FAIR-D3_2023-09-08_07-21-15;FAIR-D3_2023-09-08_08-02-52;2023-09-08 07:21:15;2023-09-08 08:04:07;00:42:52;?;yes;exit;157;FAIR-D3/157;17 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
158;FAIR-D3_158;FAIR-D3;2023-09-08;FAIR-D3_2023-09-08_10-02-59;FAIR-D3_2023-09-08_10-02-59;2023-09-08 10:02:59;2023-09-08 10:03:29;00:00:30;?;no;?;158;FAIR-D3/158;1 video;yes;yes;Arachnida;Araneae;Arneomorphae;Araneomorphae;Dictynoidea;Anyphaenidae;Anyphaeninae;Anyphaena;#N/C;spider;;;;;;Arachnida
159;FAIR-D3_159;FAIR-D3;2023-09-08;FAIR-D3_2023-09-08_12-23-21;FAIR-D3_2023-09-08_12-23-21;2023-09-08 12:23:21;2023-09-08 12:23:34;00:00:13;?;yes;exit;159;FAIR-D3/159;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Lauxanioidea;Lauxaniidae;Lauxaniinae;Calliopum;#N/C;lauxaniid_fly;;Lauxanioidea;Muscomorpha;Brachycera;Diptera;Insecta
160;FAIR-D3_160;FAIR-D3;2023-09-08;FAIR-D3_2023-09-08_14-06-54;FAIR-D3_2023-09-08_14-06-54;2023-09-08 14:06:54;2023-09-08 14:07:47;00:00:53;exit;yes;exit;160;FAIR-D3/160;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
161;FAIR-D3_161;FAIR-D3;2023-09-08;FAIR-D3_2023-09-08_18-21-20;FAIR-D3_2023-09-08_18-21-20;2023-09-08 18:21:20;2023-09-08 18:21:42;00:00:22;?;yes;exit;161;FAIR-D3/161;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Xoridinae;Xorides;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
162;FAIR-D3_162;FAIR-D3;2023-09-09;FAIR-D3_2023-09-09_08-11-11;FAIR-D3_2023-09-09_08-19-46;2023-09-09 08:11:11;2023-09-09 08:21:25;00:10:14;?;no;?;162;FAIR-D3/162;3 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
163;FAIR-D3_163;FAIR-D3;2023-09-09;FAIR-D3_2023-09-09_10-21-47;FAIR-D3_2023-09-09_13-46-49;2023-09-09 10:21:47;2023-09-09 13:47:24;03:25:37;entrance;no;?;163;FAIR-D3/163;19 videos;yes;yes;Insecta;Diptera;Nematocera;Culicomorpha;Chironomoidea;Chironomidae;Chironominae;Chironomus;#N/C;;;;;Nematocera;Diptera;Insecta
164;FAIR-D3_164;FAIR-D3;2023-09-09;FAIR-D3_2023-09-09_11-19-29;FAIR-D3_2023-09-09_11-19-29;2023-09-09 11:19:29;2023-09-09 11:19:33;00:00:04;entrance;no;exit;164;FAIR-D3/164;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;#N/C;#N/C;#N/C;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
165;FAIR-D3_165;FAIR-D3;2023-09-09;FAIR-D3_2023-09-09_16-53-34;FAIR-D3_2023-09-09_16-53-34;2023-09-09 16:53:34;2023-09-09 16:55:10;00:01:36;entrance;no;exit;165;FAIR-D3/165;1 video;yes;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Harmonia;#N/C;ladybug;;Coccinelloidea;Cucujiformia;Polyphaga;Coleoptera;Insecta
166;FAIR-D3_166;FAIR-D3;2023-09-09;FAIR-D3_2023-09-09_18-22-04;FAIR-D3_2023-09-09_18-22-04;2023-09-09 18:22:04;2023-09-09 18:22:19;00:00:15;entrance;no;exit;166;FAIR-D3/166;1 video;yes;yes;Insecta;Hemiptera;Heteroptera;Pentatomomorpha;Lygaeoidea;Rhyparochromidae;Rhyparochrominae;Rhyparochromus;#N/C;;;;;;;Insecta
167;FAIR-D3_167;FAIR-D3;2023-09-10;FAIR-D3_2023-09-10_09-39-59;FAIR-D3_2023-09-10_09-39-59;2023-09-10 09:39:59;2023-09-10 09:40:05;00:00:06;entrance;no;exit;167;FAIR-D3/167;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
168;FAIR-D3_168;FAIR-D3;2023-09-10;FAIR-D3_2023-09-10_09-46-27;FAIR-D3_2023-09-10_09-46-27;2023-09-10 09:46:27;2023-09-10 09:46:34;00:00:07;entrance;yes;exit;168;FAIR-D3/168;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;#N/C;#N/C;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
169;FAIR-D3_169;FAIR-D3;2023-09-10;FAIR-D3_2023-09-10_11-31-44;FAIR-D3_2023-09-10_11-31-44;2023-09-10 11:31:44;2023-09-10 11:33:12;00:01:28;entrance;no;exit;169;FAIR-D3/169;1 video;yes;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Coccinella;#N/C;ladybug;;Coccinelloidea;Cucujiformia;Polyphaga;Coleoptera;Insecta
